ProductTitle,ProductId,price,Gender,Category,SubCategory,ProductType,Colour,Usage,Image,ImageURL
Red Chief Men Black Formal Shoes,39264,2199,Men,Footwear,Shoes,Formal Shoes,Black,Formal,39264.jpg,http://assets.myntassets.com/v1/images/style/properties/5b75650e8c1215edb927eb5c929a556f_images.jpg
Timberland Men Juniors Beige Casual Shoes,13359,3399,Men,Footwear,Shoes,Casual Shoes,Beige,Casual,13359.jpg,http://assets.myntassets.com/v1/images/style/properties/c2be49db2edd27cb2b90b834d6531b47_images.jpg
Playboy Men Casual Red Slippers,11856,2299,Men,Footwear,Flip Flops,Flip Flops,Red,Casual,11856.jpg,http://assets.myntassets.com/v1/images/style/properties/cc4f2b8a0e217f2a9d73b30d822445e4_images.jpg
Woodland Men Khaki Casual Shoes,22846,2499,Men,Footwear,Shoes,Casual Shoes,Khaki,Casual,22846.jpg,http://assets.myntassets.com/v1/images/style/properties/c701bcfc8f04d62ed35016aee985d5f6_images.jpg
Puma Men White Driving Power Lo Shoes,43871,2099,Men,Footwear,Shoes,Casual Shoes,White,Casual,43871.jpg,http://assets.myntassets.com/v1/images/style/properties/74a3feb75c7eaba01a38ed501de26ab1_images.jpg
Puma Men's Match Classic White & Green Shoe,2964,2099,Men,Footwear,Shoes,Casual Shoes,White,Casual,2964.jpg,http://assets.myntassets.com/v1/images/style/properties/0ec80253c849cad29f12883f49dacb97_images.jpg
Carlton London Women Black & Gold Toned Flats,59051,2399,Women,Footwear,Shoes,Flats,Black,Casual,59051.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Gladiator-Sandals_b8f695202ccc1889f65d57b4000a888f_images.jpg
Catwalk Women Leather Brown Flats,2886,1899,Women,Footwear,Shoes,Flats,Brown,Casual,2886.jpg,http://assets.myntassets.com/v1/images/style/properties/94a9deea53125663d9bbe61cb38b84b4_images.jpg
Rocia Women Black Flats,54118,9999,Women,Footwear,Shoes,Heels,Black,Casual,54118.jpg,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg
Catwalk Women Leather Flats,2872,3199,Women,Footwear,Shoes,Heels,Brown,Casual,2872.jpg,http://assets.myntassets.com/v1/images/style/properties/4d90e05b9e99e203b3ce191439619bcb_images.jpg
Crocs Dora Boots Pink Sandals,8574,7999,Women,Footwear,Sandal,Sandals,Pink,Casual,8574.jpg,http://assets.myntassets.com/v1/images/style/properties/0be6693dafb4261645b22c6e9e7e67f4_images.jpg
Catwalk Women Gun Metal Grey Heels,11518,3695,Women,Footwear,Shoes,Heels,Grey,Casual,11518.jpg,http://assets.myntassets.com/v1/images/style/properties/cea14ca6ae7273963babfa80798aa61c_images.jpg
iPanema Women Red Flip Flops,49839,3699,Women,Footwear,Flip Flops,Flip Flops,Red,Casual,49839.jpg,http://assets.myntassets.com/v1/images/style/properties/3101e6784596ba83c3fb728bcf5b6187_images.jpg
Carlton London Women Silver Wedge Sandal,2618,2299,Women,Footwear,Shoes,Flats,Silver,Casual,2618.jpg,http://assets.myntassets.com/v1/images/style/properties/1133e704c0d02e19ac7b09685788aa40_images.jpg
Portia Women Copper-Toned & Brown Sandals,47530,3895,Women,Footwear,Shoes,Flats,Copper,Casual,47530.jpg,http://assets.myntassets.com/v1/images/style/properties/daadf44edb9420bbd0d335702cf6e095_images.jpg
Rocia Women Black Heels,54127,2099,Women,Footwear,Shoes,Heels,Black,Casual,54127.jpg,http://assets.myntassets.com/v1/images/style/properties/50c7dd932d347768b05766e5dd231355_images.jpg
Skechers Women Green Shoe,4140,999,Women,Footwear,Shoes,Casual Shoes,Green,Casual,4140.jpg,http://assets.myntassets.com/v1/images/style/properties/7de650b81e8fd8be54794b6f466f3b8e_images.jpg
Catwalk Women Brown Sandals,53130,2499,Women,Footwear,Shoes,Flats,Brown,Casual,53130.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Brown-Sandals_c094f60d90c695681a6b79cf241777fc_images.jpg
ADIDAS Women Lavender Hagkok Sports Shoes,46086,2299,Women,Footwear,Shoes,Sports Shoes,Lavender,Sports,46086.jpg,http://assets.myntassets.com/v1/images/style/properties/97b4da7324d9f9b3a6f507333141faae_images.jpg
Nike Women Free Run Pink Sports Shoes,36137,4599,Women,Footwear,Shoes,Sports Shoes,Pink,Sports,36137.jpg,http://assets.myntassets.com/v1/images/style/properties/5b0a6dd6aadd4d4ba230ff849b36481b_images.jpg
ADIDAS Women's Adi Groove Blue Flip Flop,5630,899,Women,Footwear,Flip Flops,Flip Flops,Blue,Casual,5630.jpg,http://assets.myntassets.com/v1/images/style/properties/9234f2dacc377d713b7788f670f7bf9d_images.jpg
Inc 5 Women Brown Heels,13042,2099,Women,Footwear,Shoes,Flats,Brown,Casual,13042.jpg,http://assets.myntassets.com/v1/images/style/properties/be1fc833328c2708141568e2476abe81_images.jpg
Catwalk Women Golden Wedges,55657,1490,Women,Footwear,Shoes,Heels,Gold,Casual,55657.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Golden-Sandals_5fddd65067f3c7c0224439efc7a99ac8_images.jpg
Rocia Women Copper Sandals,34452,2699,Women,Footwear,Shoes,Flats,Copper,Casual,34452.jpg,http://assets.myntassets.com/v1/images/style/properties/93455095a8c1bc951c7bd258b600dfa1_images.jpg
Carlton London Women Wedge Silver Sandal,2627,2299,Women,Footwear,Shoes,Flats,Silver,Casual,2627.jpg,http://assets.myntassets.com/v1/images/style/properties/a2a3d03e64b5041ab052d5a6b10d282a_images.jpg
Kalenji Ekiden 200 Wn Purple 2011,5402,2599,Women,Footwear,Shoes,Sports Shoes,Purple,Sports,5402.jpg,http://assets.myntassets.com/v1/images/style/properties/5dfa5ed32e290bbaeedd937ecdaa9a8b_images.jpg
Lotto Women Coral Elegant Flip Flops,44725,3899,Women,Footwear,Flip Flops,Flip Flops,Orange,Casual,44725.jpg,http://assets.myntassets.com/v1/images/style/properties/839c627c80dba9ac4412db3f35a52bb7_images.jpg
Enroute Women Casual Black Flats,14431,1890,Women,Footwear,Shoes,Heels,Black,Casual,14431.jpg,http://assets.myntassets.com/v1/images/style/properties/33fe789a39b0590d649cd052e53b80b6_images.jpg
Reebok Women Charcoal Grey Fuel Techno Sports Shoes,43356,1899,Women,Footwear,Shoes,Sports Shoes,Charcoal,Sports,43356.jpg,http://assets.myntassets.com/v1/images/style/properties/ec28a6e80636805d0bf993699b656c88_images.jpg
Enroute Women Casual White Heels,14409,1899,Women,Footwear,Shoes,Heels,White,Casual,14409.jpg,http://assets.myntassets.com/v1/images/style/properties/749afc6258261f28bcd6b94c30f75cba_images.jpg
Puma Women Grace Silver Sandals,29583,1899,Women,Footwear,Shoes,Flats,Silver,Casual,29583.jpg,http://assets.myntassets.com/v1/images/style/properties/f8bdfe085e37908f16bd5a9f16660748_images.jpg
Lotto Women XL Kelly Pink Slippers,19124,1999,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,19124.jpg,http://assets.myntassets.com/v1/images/style/properties/cd1874ab726cad7a6439f3886af1bd35_images.jpg
Puma Women Kuris Silver & Grey Sports Shoes,33825,1899,Women,Footwear,Shoes,Sports Shoes,Silver,Sports,33825.jpg,http://assets.myntassets.com/v1/images/style/properties/ab41fd1858b59cd914b435332ed2bffe_images.jpg
Carlton London Women Blue & Cream Shoes,59056,2299,Women,Footwear,Shoes,Casual Shoes,Blue,Casual,59056.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Blue---Cream-Shoes_243d3b1aebc988e696a0ea409daff4bf_images.jpg
Rocia Women Black & Brown Sandals,45409,2199,Women,Footwear,Shoes,Flats,Black,Casual,45409.jpg,http://assets.myntassets.com/v1/images/style/properties/54af17814bd8787468092abb74e7636a_images.jpg
Reebok Women Reeflex Run Blue Sports Shoes,10096,1199,Women,Footwear,Shoes,Sports Shoes,Blue,Sports,10096.jpg,http://assets.myntassets.com/v1/images/style/properties/ab539228aaa6b834a99eef6cf339c057_images.jpg
Rocia Women Black Shoes,34455,1690,Women,Footwear,Shoes,Heels,Black,Formal,34455.jpg,http://assets.myntassets.com/v1/images/style/properties/45f254c1992b0d9a55adf6c7c7f20ed8_images.jpg
Catwalk Women Casual Black Heels,20267,2299,Women,Footwear,Shoes,Heels,Black,Casual,20267.jpg,http://assets.myntassets.com/v1/images/style/properties/dedbae54d5a67c52c6b08cb832f50622_images.jpg
Lotto Women Red & Orange Disco Holic Flip Flops,44722,1499,Women,Footwear,Flip Flops,Flip Flops,Orange,Casual,44722.jpg,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Blue---Red-Disco-Holic-Flip-Flops_0eabb4ca00b0b575b10fa37c8c8bd4a0_images.jpg
Nike Women Beige Dunk High Casual Shoes,22702,1899,Women,Footwear,Shoes,Casual Shoes,Beige,Casual,22702.jpg,http://assets.myntassets.com/v1/images/style/properties/072446b47aeccf5ef6837c6ec38dee0c_images.jpg
Inc 5 Women Casual Maroon Sandals,13045,2399,Women,Footwear,Shoes,Flats,Maroon,Casual,13045.jpg,http://assets.myntassets.com/v1/images/style/properties/32d7552ec969da21fa44144d0feacd1b_images.jpg
Catwalk Women Multi-coloured Heels,55650,1599,Women,Footwear,Shoes,Heels,Multi,Casual,55650.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Multi-coloured-Heels_be86b9c7d80ce88c557298beaad57be2_images.jpg
ADIDAS Women Polka Pink Flip Flops,24633,3790,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,24633.jpg,http://assets.myntassets.com/v1/images/style/properties/33924b87c12a1b72deb3c8297cf9a72d_images.jpg
Catwalk Women Brown Sandals,53137,1999,Women,Footwear,Shoes,Flats,Brown,Casual,53137.jpg,http://assets.myntassets.com/v1/images/style/properties/8e313b831ecb312d445cb49176d23b8f_images.jpg
Portia Women Brown Flats,47537,2599,Women,Footwear,Shoes,Flats,Brown,Casual,47537.jpg,http://assets.myntassets.com/v1/images/style/properties/850fe0b3abd042bd9af245d22f884528_images.jpg
Rocia Women Beige Flats,54120,3699,Women,Footwear,Shoes,Flats,Beige,Casual,54120.jpg,http://assets.myntassets.com/v1/images/style/properties/24f753782c9608794f668bb11e121a37_images.jpg
Nike Women Glide White Grey Shoe,4147,1999,Women,Footwear,Shoes,Sports Shoes,White,Sports,4147.jpg,http://assets.myntassets.com/v1/images/style/properties/bcb241296d93b8198038571a64f99b97_images.jpg
Puma Women Purple Techno Sandals,43956,2999,Women,Footwear,Sandal,Sports Sandals,Purple,Casual,43956.jpg,http://assets.myntassets.com/v1/images/style/properties/ab1244dde780b3a3275ff5ace796ecf3_images.jpg
iPanema Women Blue Flip Flops,49808,1899,Women,Footwear,Flip Flops,Flip Flops,Blue,Casual,49808.jpg,http://assets.myntassets.com/v1/images/style/properties/de79d341584312b09b3af7968b5146f4_images.jpg
Inc.5  Women Grey Flats,22539,3999,Women,Footwear,Shoes,Heels,Brown,Casual,22539.jpg,http://assets.myntassets.com/v1/images/style/properties/Inc5-Women-Brown-Casual-Sandals_b942bed0e0fe8a1bdebfe77e8d6014db_images.jpg
Carlton London Women Four Strapped Black Sandal,2629,2199,Women,Footwear,Shoes,Flats,Black,Casual,2629.jpg,http://assets.myntassets.com/v1/images/style/properties/3c1282e51eb6c43ff789db59376f9c02_images.jpg
Rocia Women Beige Flats,54129,2349,Women,Footwear,Shoes,Heels,Beige,Casual,54129.jpg,http://assets.myntassets.com/v1/images/style/properties/9f2acc54981dd59cff1ff4be9f0cc91f_images.jpg
iPanema Women Pink Flip Flops,44189,2699,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,44189.jpg,http://assets.myntassets.com/v1/images/style/properties/e3361edd25f563df9fbd726877dd413d_images.jpg
Rocia Women Brown Wedges,57303,2499,Women,Footwear,Shoes,Heels,Brown,Casual,57303.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_3a40e00dee9152dc562fe36fca7553cc_images.jpg
Catwalk Women Lifestyle Black Heels,11516,2499,Women,Footwear,Shoes,Heels,Black,Casual,11516.jpg,http://assets.myntassets.com/v1/images/style/properties/8dfd8801f1cdaa6b3a815f6f97f6dac7_images.jpg
iPanema Women Blue Flip Flops,49837,2099,Women,Footwear,Flip Flops,Flip Flops,Blue,Casual,49837.jpg,http://assets.myntassets.com/v1/images/style/properties/7a1e785e8f20a59d8262680cfc1bc808_images.jpg
Catwalk Women Blue Casual Flats,27074,2699,Women,Footwear,Shoes,Flats,Blue,Casual,27074.jpg,http://assets.myntassets.com/v1/images/style/properties/1dbabb93c7e0219a6ef095bb9317990b_images.jpg
Carlton London Women Gold Wedge Sandal,2616,2199,Women,Footwear,Shoes,Flats,Gold,Sports,2616.jpg,http://assets.myntassets.com/v1/images/style/properties/9dc47ec74ce6e5a62d67cbcdbd89898d_images.jpg
Enroute Women Turquoise Blue Flats,35783,2399,Women,Footwear,Shoes,Heels,Turquoise Blue,Casual,35783.jpg,http://assets.myntassets.com/v1/images/style/properties/4a41f184d3e88f812dc257f20d9e4846_images.jpg
Nike Women Grey Lunarglide +3 Sports Shoes,22734,1795,Women,Footwear,Shoes,Sports Shoes,Grey,Sports,22734.jpg,http://assets.myntassets.com/v1/images/style/properties/a76c2bf247061dd389cf6ce4d8212dae_images.jpg
Fila Women Top Fuel Black Sports Shoes,34651,1299,Women,Footwear,Shoes,Sports Shoes,Black,Sports,34651.jpg,http://assets.myntassets.com/v1/images/style/properties/36a0eb09cbb983a3b0b1102e24e36391_images.jpg
Catwalk Women Red Flats,46615,1849,Women,Footwear,Shoes,Heels,Red,Casual,46615.jpg,http://assets.myntassets.com/v1/images/style/properties/8c496e85f70eeb3c63e5a68fb1500f55_images.jpg
Catwalk Women Bronze toned Sandals,30695,1699,Women,Footwear,Shoes,Flats,Bronze,Casual,30695.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Casual-Brown-Sandals_59455438ca287eef7a3bffc3ee185dae_images.jpg
Reebok Women Black Casual Shoes,43367,1490,Women,Footwear,Shoes,Flats,Black,Casual,43367.jpg,http://assets.myntassets.com/v1/images/style/properties/a15c48c3e83270df6c47a1f3bc40481b_images.jpg
Clarks Women Brown Leather Heels,10292,2499,Women,Footwear,Shoes,Heels,Brown,Casual,10292.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Dolphin-Splash-Leather-Silver-Sandals_e55a6fa02cca3f6b6f3fa750619911d4_images.jpg
Clarks Women Cream Coloured Onslow Beat Leather Wedges,50784,1899,Women,Footwear,Shoes,Heels,Cream,Casual,50784.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Cream-Coloured-Onslow-Beat-Leather-Wedges_d54ef67b1f4c7d4098230de69bc07b16_images.jpg
Catwalk Women Wedding Heeled Bronze Heels,2888,1699,Women,Footwear,Shoes,Heels,Brown,Casual,2888.jpg,http://assets.myntassets.com/v1/images/style/properties/099e8242ba7479b2eca56824293bbfb2_images.jpg
Rockport Women Jeanie Oneband Brown Flats,15526,1899,Women,Footwear,Shoes,Heels,Brown,Casual,15526.jpg,http://assets.myntassets.com/v1/images/style/properties/206ca2bfdecb0cefc8785c43697feda1_images.jpg
Rocia Women Maroon Sandals,54116,1698,Women,Footwear,Shoes,Heels,Maroon,Casual,54116.jpg,http://assets.myntassets.com/v1/images/style/properties/6cf3168e7917dac9509f4a01ab3ad86d_images.jpg
Fila Women Sleeker Green Check Casual Shoes,23878,1999,Women,Footwear,Shoes,Casual Shoes,Green,Casual,23878.jpg,http://assets.myntassets.com/v1/images/style/properties/Fila-Women-Sleeker-Green-Check-Casual-Shoes_e76128696b560d502836137def0216a4_images.jpg
Nike Women Downshifter White Sports Shoes,12703,1799,Women,Footwear,Shoes,Sports Shoes,White,Sports,12703.jpg,http://assets.myntassets.com/v1/images/style/properties/8134f87644fb5617381cc4657f69ab51_images.jpg
Puma Women Speeder Wns Ind White Sports Shoes,53757,2495,Women,Footwear,Shoes,Sports Shoes,White,Sports,53757.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-White-Sports-Shoes_4b0310657932f48364fbe27ecbece28b_images.jpg
Catwalk Women Silver Flats,27080,2190,Women,Footwear,Shoes,Heels,Silver,Casual,27080.jpg,http://assets.myntassets.com/v1/images/style/properties/e1fc1c55ab477c25864c495c536e30a8_images.jpg
Rocia Women Maroon Sandals,45400,2699,Women,Footwear,Shoes,Flats,Maroon,Casual,45400.jpg,http://assets.myntassets.com/v1/images/style/properties/40fe64867f1f024c161b7f99ec89492f_images.jpg
Catwalk Women Blue & White Sandals,53139,2299,Women,Footwear,Shoes,Heels,Blue,Casual,53139.jpg,http://assets.myntassets.com/v1/images/style/properties/cb562c3a3872048ca5c6f54df98c815c_images.jpg
Rocia Women Casual Black Sandal,16995,2799,Women,Footwear,Sandal,Sports Sandals,Black,Casual,16995.jpg,http://assets.myntassets.com/v1/images/style/properties/2e68ca2646690a4bf4ed092bf44cc6df_images.jpg
Portia Women White Flats,47539,3791,Women,Footwear,Shoes,Flats,White,Casual,47539.jpg,http://assets.myntassets.com/v1/images/style/properties/efcdd282e627cfc454c18574a5c92bf0_images.jpg
Portia Women Brown Sandals,56679,2299,Women,Footwear,Shoes,Heels,Brown,Casual,56679.jpg,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Brown-Sandals_9166ae19bcc8714cf5ee6d198b6b6ac0_images.jpg
Nike Women Free White Pink Shoe,4149,4590,Women,Footwear,Shoes,Sports Shoes,White,Sports,4149.jpg,http://assets.myntassets.com/v1/images/style/properties/9eb4ad2705fa944b8ffcbee87922bafe_images.jpg
Crocs Women Abf Single Flip Slippers,8542,2299,Women,Footwear,Flip Flops,Flip Flops,Black,Casual,8542.jpg,http://assets.myntassets.com/v1/images/style/properties/09118611ddca6a40290b7edb969da97e_images.jpg
Catwalk Women Bronze Heels,43951,2199,Women,Footwear,Shoes,Heels,Bronze,Casual,43951.jpg,http://assets.myntassets.com/v1/images/style/properties/5bcda26c4c324bcbca51b16ff6f377e5_images.jpg
Enroute Women Casual Yellow Heels,14438,2799,Women,Footwear,Shoes,Heels,Yellow,Casual,14438.jpg,http://assets.myntassets.com/v1/images/style/properties/169f5d5f1c94f6ae8b51fe18e30cd86d_images.jpg
ADIDAS Women Adi Light White Fresh Shoe,3505,1999,Women,Footwear,Shoes,Casual Shoes,White,Casual,3505.jpg,http://assets.myntassets.com/v1/images/style/properties/d0746f8615346b3fda0b4e178eee0f71_images.jpg
Rocia Women Brown Sandals,45407,2199,Women,Footwear,Shoes,Flats,Brown,Casual,45407.jpg,http://assets.myntassets.com/v1/images/style/properties/5063cda2d8e629f4936f0a879f8b8d7b_images.jpg
Lotto Women Osaka Grey Violet Shoe,4512,2199,Women,Footwear,Shoes,Sports Shoes,Grey,Sports,4512.jpg,http://assets.myntassets.com/v1/images/style/properties/ca70f3039d167c2b161e684a4ceb0b96_images.jpg
Rocia Women Copper Flats,54111,3099,Women,Footwear,Shoes,Heels,Copper,Casual,54111.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Copper-Sandals_9db3fcf4e551ffda644f052be7d5c4b2_images.jpg
Clarks Women Black Onslow Beat Leather Wedges,50783,3199,Women,Footwear,Shoes,Heels,Black,Casual,50783.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Black-Onslow-Beat-Leather-Wedges_47a35388dd38302fd2a81b21eb60399d_images.jpg
Catwalk Women Brown Wedges,46612,3790,Women,Footwear,Shoes,Heels,Brown,Casual,46612.jpg,http://assets.myntassets.com/v1/images/style/properties/7ff58c3f7c1e8b1b7966cc4600c6c38a_images.jpg
Catwalk Women Brown Heels,30692,1799,Women,Footwear,Shoes,Heels,Brown,Casual,30692.jpg,http://assets.myntassets.com/v1/images/style/properties/0858c71bc7adc664325643bf8bf8639f_images.jpg
Enroute Women Black Shoes,35784,2299,Women,Footwear,Shoes,Flats,Black,Casual,35784.jpg,http://assets.myntassets.com/v1/images/style/properties/35b7eb39a80600b68e50f9e409b5c053_images.jpg
Rocia Women Brown Wedges,57304,1499,Women,Footwear,Shoes,Heels,Brown,Casual,57304.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_2f5eb8becdac0a5fe7238acde097614e_images.jpg
Catwalk Women Lifestyle Gold Toned Ballerinas,11511,2399,Women,Footwear,Shoes,Flats,Gold,Casual,11511.jpg,http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg
Catwalk Women Beige Casual Shoes,22501,3299,Women,Footwear,Shoes,Casual Shoes,Beige,Casual,22501.jpg,http://assets.myntassets.com/v1/images/style/properties/b776b5230e4eb87f82489058951e8a02_images.jpg
iPanema Women Pink Flip Flops,49830,2098,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,49830.jpg,http://assets.myntassets.com/v1/images/style/properties/0e09a17a32012683b88de656e14b24e2_images.jpg
Carlton London Women Stylish Gold Flats,2611,1999,Women,Footwear,Shoes,Heels,Gold,Casual,2611.jpg,http://assets.myntassets.com/v1/images/style/properties/aa9703a664cfc1493cc14a0eab2af64b_images.jpg
HM Women Silver Heels,56878,1299,Women,Footwear,Shoes,Heels,Silver,Casual,56878.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Silver-Sandals_ee76b1f1e0e757625ad45e872068b6f4_images.jpg
Catwalk Women Heeded Golden Strap Black Heels,3135,2299,Women,Footwear,Shoes,Heels,Gold,Casual,3135.jpg,http://assets.myntassets.com/v1/images/style/properties/33297561a7540d13c77164a3bbe276e4_images.jpg
Rocia Women Brown Heels,17010,2199,Women,Footwear,Shoes,Heels,Brown,Formal,17010.jpg,http://assets.myntassets.com/v1/images/style/properties/60e3d082318b4e95c6f070746e0bbe5d_images.jpg
Lotto Women's Cross Color Black Pink Flip Flop,6447,2599,Women,Footwear,Flip Flops,Flip Flops,Black,Casual,6447.jpg,http://assets.myntassets.com/v1/images/style/properties/51fa3d647626db62f8e1b2b22aee9dbd_images.jpg
Nike Women Ten Blue White Shoe,7595,1899,Women,Footwear,Shoes,Sports Shoes,Blue,Sports,7595.jpg,http://assets.myntassets.com/v1/images/style/properties/b3f3d37c936ee1b487eb6ed3ef399e0b_images.jpg
ADIDAS Women Duramo 3 Sports Shoes,13682,1199,Women,Footwear,Shoes,Sports Shoes,Silver,Sports,13682.jpg,http://assets.myntassets.com/v1/images/style/properties/a093d548a48c66109f2520ac8684eeb3_images.jpg
Rocia Women Brown Flats,54145,2299,Women,Footwear,Shoes,Heels,Brown,Casual,54145.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_ecbfd31801ed7f8daffc1fcecb3f94f1_images.jpg
Portia Women Brown Heels,47552,2199,Women,Footwear,Shoes,Heels,Brown,Casual,47552.jpg,http://assets.myntassets.com/v1/images/style/properties/5bca367c155dd8ff995cd8b3d345ba4a_images.jpg
Catwalk Women Multi Colour Flats,39579,1699,Women,Footwear,Shoes,Heels,Multi,Casual,39579.jpg,http://assets.myntassets.com/v1/images/style/properties/8cb2555ca0cb804a80576369d26d6031_images.jpg
Nike Women's Izanami White Blue Shoe,6681,2985,Women,Footwear,Shoes,Sports Shoes,White,Sports,6681.jpg,http://assets.myntassets.com/v1/images/style/properties/a51cf697cc238b92eb39dc644a97fb7e_images.jpg
Enroute Women Casual Black Flats,14453,1249,Women,Footwear,Shoes,Heels,Black,Casual,14453.jpg,http://assets.myntassets.com/v1/images/style/properties/bdbebe341830b60f18a4464dadc45e30_images.jpg
ASICS Women Gel Spree Running Grey Sports Shoes,13212,1590,Women,Footwear,Shoes,Sports Shoes,Grey,Sports,13212.jpg,http://assets.myntassets.com/v1/images/style/properties/f326f51e5e2d7e6902bd69c18da288d6_images.jpg
Rocia Women Black & Brown Flats,50175,2099,Women,Footwear,Shoes,Flats,Black,Casual,50175.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black---Brown-Flats_8cf9dbde80372cebd510a6d166be4272_images.jpg
Nike Women's Double Team Lite Black Shoe,5460,1898,Women,Footwear,Shoes,Sports Shoes,Black,Sports,5460.jpg,http://assets.myntassets.com/v1/images/style/properties/7d5a4f837bfcef7b59a8dfe6ee27107e_images.jpg
Catwalk Women Gold Heels,55635,2299,Women,Footwear,Shoes,Heels,Gold,Casual,55635.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Gold-Heels_b2ca0800dabb479e7b51cd4921bda724_images.jpg
Roxy Women Pink Flip Flops,40748,1898,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,40748.jpg,http://assets.myntassets.com/v1/images/style/properties/20ec2e34e60023159c80f0e02375c688_images.jpg
Nike Women Double Team Lite Black Shoes,38652,1899,Women,Footwear,Shoes,Casual Shoes,Black,Casual,38652.jpg,http://assets.myntassets.com/v1/images/style/properties/c12db15b9443c0d5180bfd8ed70cf71e_images.jpg
Catwalk Women Gold Flats,33088,1499,Women,Footwear,Shoes,Heels,Gold,Casual,33088.jpg,http://assets.myntassets.com/v1/images/style/properties/ca819fc95ae22193255179d3af2981ba_images.jpg
ADIDAS Women Duramo 3 White Sports Shoes,9054,2499,Women,Footwear,Shoes,Sports Shoes,White,Sports,9054.jpg,http://assets.myntassets.com/v1/images/style/properties/aa9d54ae49bdc357115fff779ec6475e_images.jpg
Timberland Women's Estela Umbrella Green Flip Flop,6820,2699,Women,Footwear,Flip Flops,Flip Flops,Green,Casual,6820.jpg,http://assets.myntassets.com/v1/images/style/properties/a47da3c53d5f77a0f7b968a117e7419e_images.jpg
Puma Women Casual Purple Casual Shoes,12905,3499,Women,Footwear,Shoes,Casual Shoes,Purple,Casual,12905.jpg,http://assets.myntassets.com/v1/images/style/properties/d753a75fd807397060c3c61bfc20d841_images.jpg
Carlton London Women Black Heels,59033,1999,Women,Footwear,Shoes,Heels,Black,Casual,59033.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_820c53e936db176f74c91934004351ab_images.jpg
Nike Women Zoo Blue Shoe,4579,1999,Women,Footwear,Shoes,Sports Shoes,Blue,Sports,4579.jpg,http://assets.myntassets.com/v1/images/style/properties/032b2806e0ea06a222d748df28f59c0b_images.jpg
Catwalk Women Buckel Pink Flats,17679,1899,Women,Footwear,Shoes,Heels,Pink,Casual,17679.jpg,http://assets.myntassets.com/v1/images/style/properties/99aec11d34cfacfdedf25c73a90bcf9c_images.jpg
Catwalk Women Slim Casual Beige Wedges,8172,2399,Women,Footwear,Shoes,Heels,Blue,Casual,8172.jpg,http://assets.myntassets.com/v1/images/style/properties/e40d51ebe4f7acdddf51a52d1d1c9d36_images.jpg
Lotto Women Lavender Flip Flops,58327,4299,Women,Footwear,Flip Flops,Flip Flops,Lavender,Casual,58327.jpg,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Lavender-Flip-Flops_4279f0d9df8add7ef58544f5bf6a7d6d_images.jpg
Nike Women Air Rift Grey Shoes,31941,1699,Women,Footwear,Shoes,Casual Shoes,Grey,Casual,31941.jpg,http://assets.myntassets.com/v1/images/style/properties/19f177649332e72d83f7f02e5e78c309_images.jpg
Portia Women Black Flats,47599,2090,Women,Footwear,Shoes,Flats,Brown,Casual,47599.jpg,http://assets.myntassets.com/v1/images/style/properties/3be71d4422b473a751afeb01be92a050_images.jpg
Catwalk Women Black Flats,55632,2999,Women,Footwear,Shoes,Heels,Black,Casual,55632.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Black-Sandals_bf5464138d32b2f25aeab5ffc8ce911e_images.jpg
Inc 5 Women Casual Gold Flats,13027,3299,Women,Footwear,Shoes,Heels,Gold,Casual,13027.jpg,http://assets.myntassets.com/v1/images/style/properties/9d70af39b13503d1ae27c581dc5e711d_images.jpg
